qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	slen	stitle	qcovs	contig_length	covered_percent	reads_number	taxaid	superkingdom	phylum	class	order	family	genus	species	new_virus	sample
k141_5598	ASA47477.1	67.55	151	44	2	456	7	392	538	8.96E-69	222	560	ASA47477.1 nucleoprotein [Wuhan Mosquito Virus 6] 	99	456	100	514	1608131	Viruses	Unassigned	Unassigned	Unassigned	Orthomyxoviridae	Quaranjavirus	Wuhan Mosquito Virus 6	NO	wz17
k141_2621	APG76943.1	67.55	151	49	0	485	33	16	166	5.87E-76	230	196	APG76943.1 hypothetical protein [Hubei permutotetra-like virus 1] 	93	485	99.7938	20	1923073	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei permutotetra-like virus 1	NO	wz29
k141_641	AJG39136.1	67.532	770	246	2	2	2305	1318	2085	0	1127	2085	"AJG39136.1 RNA-dependent RNA polymerase, partial [Shuangao Insect Virus 6]"	96	2390	100	237	1608080	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Shuangao Insect Virus 6	NO	wz73
k141_6639	ASA47292.1	67.531	887	287	1	2663	3	1058	1943	0	1280	2079	ASA47292.1 RdRp [Culex mononega-like virus 2]	99	2665	100	185	2010272	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Culex mononega-like virus 2	NO	wz18
k141_3833	YP_009337439.1	67.521	117	34	1	351	1	2224	2336	6.40E-47	166	2702	YP_009337439.1 RdRp [Hubei virga-like virus 23] 	99	352	100	10	1923338	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei virga-like virus 23	NO	wz18
k141_8242	ASA47330.1	67.503	717	231	2	22	2169	1	716	0	1013	717	ASA47330.1 PA [Wuhan Mosquito Virus 6]	97	2217	100	4294	1608131	Viruses	Unassigned	Unassigned	Unassigned	Orthomyxoviridae	Quaranjavirus	Wuhan Mosquito Virus 6	NO	wz17
k141_5862	ASA47330.1	67.503	717	231	2	19	2166	1	716	0	1013	717	ASA47330.1 PA [Wuhan Mosquito Virus 6]	96	2227	100	1018	1608131	Viruses	Unassigned	Unassigned	Unassigned	Orthomyxoviridae	Quaranjavirus	Wuhan Mosquito Virus 6	NO	wz18
k141_5350	ASA47330.1	67.503	717	231	2	24	2171	1	716	0	1013	717	ASA47330.1 PA [Wuhan Mosquito Virus 6]	96	2233	100	3981	1608131	Viruses	Unassigned	Unassigned	Unassigned	Orthomyxoviridae	Quaranjavirus	Wuhan Mosquito Virus 6	NO	wz28
k141_4743	ASA47330.1	67.503	717	231	2	16	2163	1	716	0	1013	717	ASA47330.1 PA [Wuhan Mosquito Virus 6]	97	2223	100	7051	1608131	Viruses	Unassigned	Unassigned	Unassigned	Orthomyxoviridae	Quaranjavirus	Wuhan Mosquito Virus 6	NO	wz19
k141_9600	ASA47413.1	67.477	329	104	2	978	1	1	329	4.29E-144	456	2079	ASA47413.1 RdRp [Culex mononega-like virus 2]	85	1144	100	153	2010272	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Culex mononega-like virus 2	NO	wz54
k141_2124	APQ44496.1	67.47	166	54	0	498	1	1262	1427	6.67E-82	269	2912	APQ44496.1 polyprotein [Basavirus sp.]	100	498	100	16	1930507	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Basavirus sp.	NO	wz10
k141_5250	AJT39595.1	67.46	126	41	0	1	378	836	961	1.61E-49	174	2371	AJT39595.1 RNA-dependent RNA polymerase [Bunyaviridae environmental sample]	99	380	92.8947	36	1628184	Viruses	Unassigned	Unassigned	Bunyavirales	Peribunyaviridae	Unassigned	Bunyaviridae environmental sample	NO	wz18
k141_1252	AGX86091.1	67.46	126	41	0	1	378	311	436	1.66E-57	197	1568	"AGX86091.1 RNA-dependent RNA polymerase, partial [Beaumont virus]"	99	379	100	128	1407072	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Unassigned	Beaumont virus	NO	wz59
k141_3577	YP_009182183.1	67.442	301	98	0	995	93	1	301	6.06E-131	389	398	YP_009182183.1 putative phosphoprotein [Tongilchon virus 1] 	65	1389	100	91	1758878	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Tongilchon virus 1	NO	wz10
k141_316	YP_009337412.1	67.442	172	56	0	2	517	582	753	3.71E-75	225	3243	YP_009337412.1 RdRp [Hubei virga-like virus 2] 	99	642	100	43	1923335	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei virga-like virus 2	NO	wz80
k141_151	YP_009182183.1	67.442	301	98	0	291	1193	1	301	4.07E-130	385	398	YP_009182183.1 putative phosphoprotein [Tongilchon virus 1] 	73	1242	100	7757	1758878	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Tongilchon virus 1	NO	wz79
k141_2408	YP_009182186.1	67.416	534	172	2	1	1599	348	880	0	771	2122	YP_009182186.1 putative RNA-dependent RNA polymerase [Tongilchon virus 1] 	99	1603	100	107	1758878	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Tongilchon virus 1	NO	wz8
k141_949	APG77953.1	67.407	135	44	0	1	405	1891	2025	8.12E-47	167	2833	APG77953.1 hypothetical protein [Hubei mosquito virus 1]	89	456	100	11	1922925	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei mosquito virus 1	NO	wz90
k141_3804	APQ44490.1	67.391	138	45	0	118	531	268	405	2.15E-60	208	2912	APQ44490.1 polyprotein [Basavirus sp.]	78	531	100	15	1930507	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Basavirus sp.	NO	wz9
k141_1609	APG77727.1	67.391	138	45	0	8	421	141	278	6.21E-58	199	1229	"APG77727.1 hypothetical protein, partial [Hubei macula-like virus 3]"	98	423	100	32	1922924	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei macula-like virus 3	NO	wz20
k141_334	AJT39594.1	67.381	1772	569	6	3	5309	662	2427	0	2454	2435	AJT39594.1 RNA-dependent RNA polymerase [Bunyaviridae environmental sample]	98	5414	100	14380	1628184	Viruses	Unassigned	Unassigned	Bunyavirales	Peribunyaviridae	Unassigned	Bunyaviridae environmental sample	NO	wz70
k141_662	APG77862.1	67.376	141	46	0	3	425	264	404	6.81E-62	207	717	APG77862.1 polymerase PA [Wuhan Mosquito Virus 4] 	99	427	100	16	1608129	Viruses	Unassigned	Unassigned	Unassigned	Orthomyxoviridae	Quaranjavirus	Wuhan Mosquito Virus 4	NO	wz38
k141_1420	AAS37668.1	67.368	190	62	0	77	646	315	504	2.67E-90	280	514	"AAS37668.1 RNA-dependent RNA polymerase, partial [Venturia canescens picorna-like virus]"	86	664	100	1101	263950	Viruses	Unassigned	Unassigned	Picornavirales	Picornaviridae	Unassigned	Venturia canescens picorna-like virus	NO	wz61
k141_3086	APG78254.1	67.364	478	156	0	1452	19	1	478	0	700	479	APG78254.1 RdRp [Hubei odonate virus 13] 	98	1463	100	1217	1922994	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei odonate virus 13	NO	wz22
k141_2293	APG76943.1	67.32	153	50	0	1	459	14	166	1.38E-76	231	196	APG76943.1 hypothetical protein [Hubei permutotetra-like virus 1] 	95	485	100	16	1923073	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei permutotetra-like virus 1	NO	wz37
k141_2367	APG77863.1	67.317	410	133	1	4	1230	170	579	0	561	579	APG77863.1 nucleocapsid protein [Wuhan Mosquito Virus 4] 	92	1336	100	6626	1608129	Viruses	Unassigned	Unassigned	Unassigned	Orthomyxoviridae	Quaranjavirus	Wuhan Mosquito Virus 4	NO	wz20
k141_2462	YP_009252204.1	67.308	156	31	2	1	411	707	861	1.09E-62	212	1802	YP_009252204.1 non-structural polyprotein [Anopheles C virus] 	99	412	100	15	1769780	Viruses	Unassigned	Unassigned	Picornavirales	Dicistroviridae	Cripavirus	Anopheles C virus	NO	wz21
k141_1322	APG78218.1	67.308	156	49	2	1	465	98	252	1.09E-70	224	445	APG78218.1 RdRp [Hubei partiti-like virus 48]	99	467	100	14	1923056	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei partiti-like virus 48	NO	wz21
k141_1324	APG77863.1	67.298	581	185	2	1843	110	1	579	0	810	579	APG77863.1 nucleocapsid protein [Wuhan Mosquito Virus 4] 	91	1905	100	4098	1608129	Viruses	Unassigned	Unassigned	Unassigned	Orthomyxoviridae	Quaranjavirus	Wuhan Mosquito Virus 4	NO	wz99
k141_3023	YP_009272812.1	67.296	159	52	0	3	479	2418	2576	3.02E-72	241	2694	YP_009272812.1 polyprotein [Washington bat picornavirus] 	99	479	100	20	1888309	Viruses	Unassigned	Unassigned	Picornavirales	Picornaviridae	Unassigned	Washington bat picornavirus	NO	wz38
k141_4015	YP_009305140.1	67.29	107	35	0	2	322	654	760	4.83E-44	157	2185	YP_009305140.1 RNA-dependent RNA polymerase [Wutai Mosquito Virus] 	99	322	99.3789	163	1608140	Viruses	Unassigned	Unassigned	Bunyavirales	Peribunyaviridae	Unassigned	Wutai Mosquito Virus	NO	wz112
k141_2209	YP_009342317.1	67.262	336	109	1	1039	35	1	336	1.21E-159	475	336	YP_009342317.1 hypothetical protein 2 [Wuchan romanomermis nematode virus 3] 	37	2703	100	1589	1923687	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuchan romanomermis nematode virus 3	NO	wz99
k141_1497	YP_009336629.1	67.247	861	278	3	2699	129	1959	2819	0	1202	2823	YP_009336629.1 hypothetical protein [Hubei arthropod virus 1] 	95	2701	100	321	1922835	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei arthropod virus 1	NO	wz77
k141_3612	ASA47323.1	67.227	119	39	0	357	1	1	119	4.31E-50	169	435	ASA47323.1 nucleoprotein [Culex rhabdo-like virus] 	98	364	100	441	2010277	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Culex rhabdo-like virus	NO	wz75
k141_358	AJT39595.1	67.227	119	39	0	3	359	799	917	2.61E-48	170	2371	AJT39595.1 RNA-dependent RNA polymerase [Bunyaviridae environmental sample]	99	361	100	253	1628184	Viruses	Unassigned	Unassigned	Bunyavirales	Peribunyaviridae	Unassigned	Bunyaviridae environmental sample	NO	wz80
k141_3347	ASA47323.1	67.227	119	39	0	357	1	1	119	1.39E-49	169	435	ASA47323.1 nucleoprotein [Culex rhabdo-like virus] 	76	468	100	3005	2010277	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Culex rhabdo-like virus	NO	wz75
k141_2571	AJT39595.1	67.204	186	60	1	558	1	403	587	2.67E-81	268	2371	AJT39595.1 RNA-dependent RNA polymerase [Bunyaviridae environmental sample]	99	562	100	348	1628184	Viruses	Unassigned	Unassigned	Bunyavirales	Peribunyaviridae	Unassigned	Bunyaviridae environmental sample	NO	wz69
k141_1694	ASA47292.1	67.185	1094	355	3	3444	166	981	2071	0	1580	2079	ASA47292.1 RdRp [Culex mononega-like virus 2]	95	3444	100	388	2010272	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Culex mononega-like virus 2	NO	wz90
k141_3397	AGY80342.1	67.176	131	43	0	393	1	302	432	2.19E-59	196	522	AGY80342.1 glycoprotein [North Creek virus]	100	393	100	582	1406950	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Unassigned	North Creek virus	NO	wz82
k141_2554	APG77458.1	67.143	140	45	1	3	419	2643	2782	4.77E-58	199	2823	APG77458.1 hypothetical protein [Hubei arthropod virus 1]	99	419	100	12	1922835	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei arthropod virus 1	NO	wz99
k141_327	AJT39595.1	67.121	2056	670	5	6162	4	1	2053	0	2870	2371	AJT39595.1 RNA-dependent RNA polymerase [Bunyaviridae environmental sample]	99	6228	100	47434	1628184	Viruses	Unassigned	Unassigned	Bunyavirales	Peribunyaviridae	Unassigned	Bunyaviridae environmental sample	NO	wz77
k141_4940	APG77953.1	67.105	152	50	0	459	4	1807	1958	3.56E-60	206	2833	APG77953.1 hypothetical protein [Hubei mosquito virus 1]	99	460	100	2476	1922925	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei mosquito virus 1	NO	wz92
k141_3851	ATD50490.1	67.1	538	170	3	1699	92	7	539	0	773	539	ATD50490.1 RNA-dependent RNA polymerase [Magnaporthe oryzae partitivirus 2]	91	1771	100	21006	2036870	Viruses	Unassigned	Unassigned	Unassigned	Partitiviridae	Unassigned	Magnaporthe oryzae partitivirus 2	NO	wz106
k141_3321	APG78276.1	67.097	155	51	0	474	10	76	230	1.03E-66	217	560	APG78276.1 RdRp [Hubei partiti-like virus 6]	98	474	100	20	1923069	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei partiti-like virus 6	NO	wz9
k141_101	AQM55317.1	67.081	161	50	3	2	481	1083	1241	5.21E-59	203	2377	AQM55317.1 hypothetical protein 1 [Ngewotan virus] 	99	486	100	24	1265748	Viruses	Unassigned	Unassigned	Nidovirales	Mesoniviridae	Alphamesonivirus	Alphamesonivirus 1	NO	wz88
k141_853	YP_009337117.1	67	100	33	0	302	3	1328	1427	1.90E-43	155	2948	YP_009337117.1 hypothetical protein [Hubei picorna-like virus 38] 	98	305	94.0984	13	1923118	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 38	NO	wz20
k141_370	YP_009302385.1	67	100	33	0	4	303	131	230	8.00E-30	115	437	YP_009302385.1 ORF2 [Xincheng Mosquito Virus] 	99	304	98.6842	100	1608141	Viruses	Unassigned	Unassigned	Mononegavirales	Unassigned	Anphevirus	Xincheng anphevirus	NO	wz99
k141_863	ACN94442.1	66.99	103	34	0	4	312	650	752	4.29E-41	149	787	"ACN94442.1 protease/RNA-dependent RNA polymerase, partial [Nasonia vitripennis virus]"	99	313	100	8	626355	Viruses	Unassigned	Unassigned	Picornavirales	Iflaviridae	Iflavirus	Nasonia vitripennis virus	NO	wz40
k141_7767	ASA47293.1	66.964	112	37	0	1	336	124	235	3.97E-46	163	785	ASA47293.1 PB2 [Wuhan Mosquito Virus 6] 	99	341	90.6158	75	1608131	Viruses	Unassigned	Unassigned	Unassigned	Orthomyxoviridae	Quaranjavirus	Wuhan Mosquito Virus 6	NO	wz17
k141_3434	YP_009342308.1	66.957	115	38	0	346	2	173	287	3.97E-51	175	576	YP_009342308.1 RdRp [Wuhan Millipede virus 4] 	98	353	100	13	1923689	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan Millipede virus 4	NO	wz6
k141_16	YP_009337412.1	66.929	127	27	1	415	80	1171	1297	6.24E-41	150	3243	YP_009337412.1 RdRp [Hubei virga-like virus 2] 	81	415	100	26	1923335	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei virga-like virus 2	NO	wz53
k141_278	AIF71030.1	66.906	139	46	0	6	422	975	1113	1.11E-56	196	2217	AIF71030.1 RNA-dependent RNA polymerase [Phasi Charoen-like virus]	93	449	100	459	1521189	Viruses	Unassigned	Unassigned	Bunyavirales	Peribunyaviridae	Unassigned	Phasi Charoen-like virus	NO	wz112
k141_3447	AOR51378.1	66.882	2014	654	6	5921	11947	3	2008	0	2841	2014	AOR51378.1 RdRp [Gambie virus]	49	12337	100	11378	1903427	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Gambie virus	NO	wz20
k141_2501	YP_009252204.1	66.871	163	34	2	1	432	715	876	6.27E-65	219	1802	YP_009252204.1 non-structural polyprotein [Anopheles C virus] 	99	434	89.6313	7	1769780	Viruses	Unassigned	Unassigned	Picornavirales	Dicistroviridae	Cripavirus	Anopheles C virus	NO	wz38
k141_2299	APG77458.1	66.871	163	54	0	491	3	2127	2289	2.40E-71	238	2823	APG77458.1 hypothetical protein [Hubei arthropod virus 1]	99	496	100	20	1922835	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei arthropod virus 1	NO	wz106
k141_1517	ASA47292.1	66.867	498	164	1	1496	3	1414	1910	0	709	2079	ASA47292.1 RdRp [Culex mononega-like virus 2]	99	1497	100	99	2010272	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Culex mononega-like virus 2	NO	wz26
k141_1745	ASA47431.1	66.864	169	56	0	509	3	426	594	7.25E-80	254	638	ASA47431.1 glycoprotein [Culex mononega-like virus 2]	99	509	100	127	2010272	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Culex mononega-like virus 2	NO	wz106
k141_3823	YP_009182185.1	66.837	196	65	0	588	1	131	326	8.40E-99	300	522	YP_009182185.1 putative glycoprotein [Tongilchon virus 1] 	99	589	98.9813	553	1758878	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Tongilchon virus 1	NO	wz88
k141_765	YP_009388622.1	66.833	401	133	0	1	1203	1178	1578	0	595	2079	YP_009388622.1 RdRp [Culex mononega-like virus 2] 	99	1204	100	79	2010272	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Culex mononega-like virus 2	NO	wz83
k141_2210	AJT39594.1	66.824	425	141	0	2	1276	1459	1883	0	614	2435	AJT39594.1 RNA-dependent RNA polymerase [Bunyaviridae environmental sample]	99	1278	100	3263	1628184	Viruses	Unassigned	Unassigned	Bunyavirales	Peribunyaviridae	Unassigned	Bunyaviridae environmental sample	NO	wz118
k141_8768	ASA47330.1	66.806	720	233	3	12	2162	1	717	0	972	717	ASA47330.1 PA [Wuhan Mosquito Virus 6]	97	2219	100	1728	1608131	Viruses	Unassigned	Unassigned	Unassigned	Orthomyxoviridae	Quaranjavirus	Wuhan Mosquito Virus 6	NO	wz16
k141_1320	AJG39250.1	66.792	1593	528	1	6167	1392	1	1593	0	2253	1599	"AJG39250.1 RNA-dependent RNA polymerase, partial [Shuangao Insect Virus 2]"	75	6409	100	1903	1608076	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Shuangao Insect Virus 2	NO	wz82
k141_1208	AJT39594.1	66.744	1720	563	6	5252	102	714	2427	0	2331	2435	AJT39594.1 RNA-dependent RNA polymerase [Bunyaviridae environmental sample]	98	5254	100	846	1628184	Viruses	Unassigned	Unassigned	Bunyavirales	Peribunyaviridae	Unassigned	Bunyaviridae environmental sample	NO	wz25
k141_97	AOR51389.1	66.667	129	43	0	1	387	227	355	3.45E-58	194	563	"AOR51389.1 RdRp, partial [Partitivirus-like 2]"	100	387	100	148	1903549	Viruses	Unassigned	Unassigned	Unassigned	Partitiviridae	Unassigned	Partitivirus-like 2	NO	wz6
k141_706	APG78242.1	66.667	129	43	0	1	387	366	494	7.71E-59	194	494	APG78242.1 RdRp [Hubei partiti-like virus 56]	88	439	100	105	1923065	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei partiti-like virus 56	NO	wz19
k141_69	ARF11555.1	66.667	141	43	1	7	429	379	515	3.53E-57	196	988	ARF11555.1 ubiquitin-activating enzyme E1 [Klosneuvirus KNV1]	98	430	100	10	1977640	Viruses	Unassigned	Unassigned	Unassigned	Mimiviridae	Klosneuvirus	Klosneuvirus KNV1	NO	wz38
k141_5145	YP_009388601.1	66.667	105	32	1	3	308	286	390	4.78E-39	140	494	YP_009388601.1 RdRp [Aedes camptorhynchus negev-like virus] 	99	308	93.1818	116	2010268	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Aedes camptorhynchus negev-like virus	NO	wz27
k141_4568	AOR51379.1	66.667	153	44	3	763	317	489	638	4.01E-59	203	641	AOR51379.1 putative glycoprotein [Gambie virus]	59	764	100	2694	1903427	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Gambie virus	NO	wz16
k141_4092	ASA47474.1	66.667	126	42	0	379	2	118	243	2.31E-43	156	785	ASA47474.1 PB2 [Wuhan Mosquito Virus 6]	98	387	100	9	1608131	Viruses	Unassigned	Unassigned	Unassigned	Orthomyxoviridae	Quaranjavirus	Wuhan Mosquito Virus 6	NO	wz17
k141_3364	YP_009330082.1	66.667	153	51	0	8	466	67	219	3.63E-62	199	343	YP_009330082.1 hypothetical protein 2 [Hubei sobemo-like virus 49] 	95	482	100	34	1923237	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei sobemo-like virus 49	NO	wz8
k141_2952	YP_009337088.1	66.667	114	38	0	343	2	675	788	4.71E-49	172	2833	YP_009337088.1 hypothetical protein [Hubei mosquito virus 1] 	99	344	100	7557	1922925	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei mosquito virus 1	NO	wz92
k141_2846	YP_009417300.1	66.667	288	96	0	872	9	659	946	9.64E-142	431	1084	YP_009417300.1 capsid [Australian Anopheles totivirus] 	99	876	100	80	2026601	Viruses	Unassigned	Unassigned	Unassigned	Totiviridae	Unassigned	Australian Anopheles totivirus	NO	wz106
k141_2270	AAA92249.1	66.667	120	40	0	3	362	439	558	4.62E-49	174	1084	AAA92249.1 ORF B (bases 1850-5560) first start codon at 2306 [Autographa californica nucleopolyhedrovirus]	80	449	100	30	46015	Viruses	Unassigned	Unassigned	Unassigned	Baculoviridae	Alphabaculovirus	Autographa californica multiple nucleopolyhedrovirus	NO	wz80
k141_211	ASA47290.1	66.667	135	45	0	406	2	376	510	2.15E-56	191	638	ASA47290.1 glycoprotein [Culex mononega-like virus 2]	99	407	100	22	2010272	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Culex mononega-like virus 2	NO	wz86
k141_1919	ARF11555.1	66.667	141	43	1	40	462	379	515	5.44E-57	196	988	ARF11555.1 ubiquitin-activating enzyme E1 [Klosneuvirus KNV1]	91	463	100	29	1977640	Viruses	Unassigned	Unassigned	Unassigned	Mimiviridae	Klosneuvirus	Klosneuvirus KNV1	NO	wz87
k141_1519	AAA92249.1	66.667	135	42	2	3	404	373	505	9.75E-54	187	1084	AAA92249.1 ORF B (bases 1850-5560) first start codon at 2306 [Autographa californica nucleopolyhedrovirus]	98	412	100	19	46015	Viruses	Unassigned	Unassigned	Unassigned	Baculoviridae	Alphabaculovirus	Autographa californica multiple nucleopolyhedrovirus	NO	wz7
k141_148	AOR51379.1	66.667	153	44	3	732	286	489	638	5.19E-59	202	641	AOR51379.1 putative glycoprotein [Gambie virus]	61	733	100	3745	1903427	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Gambie virus	NO	wz16
k141_1402	ALD89109.1	66.667	144	47	1	436	5	249	391	1.52E-42	152	490	"ALD89109.1 gp1, partial [Phomopsis longicolla totivirus 1]"	99	436	100	39	1708381	Viruses	Unassigned	Unassigned	Unassigned	Totiviridae	Totivirus	Phomopsis longicolla totivirus 1	NO	wz105
k141_11352	ACN94442.1	66.667	168	56	0	645	142	620	787	1.37E-71	237	787	"ACN94442.1 protease/RNA-dependent RNA polymerase, partial [Nasonia vitripennis virus]"	78	645	100	40	626355	Viruses	Unassigned	Unassigned	Picornavirales	Iflaviridae	Iflavirus	Nasonia vitripennis virus	NO	wz16
k141_5732	YP_009388622.1	66.573	1068	353	3	3375	175	1007	2071	0	1529	2079	YP_009388622.1 RdRp [Culex mononega-like virus 2] 	95	3375	100	799	2010272	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Culex mononega-like virus 2	NO	wz76
k141_3797	ASA47292.1	66.558	308	102	1	17	937	1646	1953	7.62E-142	447	2079	ASA47292.1 RdRp [Culex mononega-like virus 2]	98	942	100	140	2010272	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Culex mononega-like virus 2	NO	wz54
k141_2820	APG78260.1	66.489	188	63	0	565	2	77	264	1.14E-89	277	547	APG78260.1 RdRp [Hubei partiti-like virus 19]	99	566	100	31	1923025	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei partiti-like virus 19	NO	wz21
k141_397	AAA92249.1	66.456	158	53	0	475	2	138	295	6.42E-73	241	1084	AAA92249.1 ORF B (bases 1850-5560) first start codon at 2306 [Autographa californica nucleopolyhedrovirus]	99	477	100	11	46015	Viruses	Unassigned	Unassigned	Unassigned	Baculoviridae	Alphabaculovirus	Autographa californica multiple nucleopolyhedrovirus	NO	wz8
k141_1022	APG78244.1	66.454	471	158	0	2	1414	1	471	0	686	471	APG78244.1 RdRp [Hubei partiti-like virus 29]	97	1463	100	4431	1923036	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei partiti-like virus 29	NO	wz112
k141_1858	ASA47292.1	66.45	462	154	1	2	1387	1395	1855	0	650	2079	ASA47292.1 RdRp [Culex mononega-like virus 2]	99	1398	100	194	2010272	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Culex mononega-like virus 2	NO	wz92
k141_14979	YP_008130309.1	66.443	149	48	1	1	447	483	629	2.92E-50	177	3245	YP_008130309.1 polyprotein [Nilaparvata lugens honeydew virus-2] 	99	449	100	29	1345661	Viruses	Unassigned	Unassigned	Picornavirales	Iflaviridae	Unassigned	Nilaparvata lugens honeydew virus-2	NO	wz16
k141_3229	YP_009182185.1	66.434	143	48	0	2	430	151	293	2.70E-68	219	522	YP_009182185.1 putative glycoprotein [Tongilchon virus 1] 	99	430	100	20	1758878	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Tongilchon virus 1	NO	wz9
k141_858	YP_006202628.1	66.423	137	46	0	416	6	1	137	2.34E-48	173	2128	YP_006202628.1 L gene product [Kotonkan virus] 	76	542	100	20	318836	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Ephemerovirus	Kotonkan ephemerovirus	NO	wz112
k141_7144	YP_009337088.1	66.406	128	43	0	1	384	1885	2012	1.81E-42	154	2833	YP_009337088.1 hypothetical protein [Hubei mosquito virus 1] 	99	389	100	9	1922925	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei mosquito virus 1	NO	wz118
k141_1608	YP_009388601.1	66.393	122	41	0	368	3	197	318	3.66E-52	176	494	YP_009388601.1 RdRp [Aedes camptorhynchus negev-like virus] 	99	368	100	180	2010268	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Aedes camptorhynchus negev-like virus	NO	wz27
k141_1461	YP_009417300.1	66.39	241	80	1	7	726	201	441	1.56E-107	339	1084	YP_009417300.1 capsid [Australian Anopheles totivirus] 	99	727	100	54	2026601	Viruses	Unassigned	Unassigned	Unassigned	Totiviridae	Unassigned	Australian Anopheles totivirus	NO	wz106
k141_995	APF29060.1	66.387	119	40	0	1	357	905	1023	1.09E-47	169	2032	APF29060.1 L protein [Menghai rhabdovirus]	100	357	100	9	1919071	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Unassigned	Menghai rhabdovirus	NO	wz19
k141_1723	YP_009337878.1	66.387	119	39	1	80	436	1	118	2.60E-39	143	497	YP_009337878.1 hypothetical protein 1 [Hubei mosquito virus 2] 	82	438	98.8584	50	1922926	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei mosquito virus 2	NO	wz105
k141_1247	APG76945.1	66.387	119	40	0	2	358	871	989	1.53E-44	159	1045	APG76945.1 RdRp [Hubei permutotetra-like virus 1]	98	364	100	10	1923073	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei permutotetra-like virus 1	NO	wz40
