virus tax id	virus name	virus lineage	refseq id	KEGG GENOME	KEGG DISEASE	DISEASE	host tax id	host name	host lineage	pmid	evidence	sample type	source organism
11277	Vesicular stomatitis Indiana virus	Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Vesiculovirus; Indiana vesiculovirus	NC_001560	NA	NA	NA	9793	Equus asinus	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria; Perissodactyla; Equidae; Equus; Asinus	NA	UniProt	NA	NA
11277	Vesicular stomatitis Indiana virus	Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Vesiculovirus; Indiana vesiculovirus	NC_001560	NA	NA	NA	9796	Equus caballus	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria; Perissodactyla; Equidae; Equus; Equus	NA	UniProt	NA	NA
11277	Vesicular stomatitis Indiana virus	Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Vesiculovirus; Indiana vesiculovirus	NC_001560	NA	NA	NA	9823	Sus scrofa	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria; Suina; Suidae; Sus	NA	UniProt	NA	NA
11277	Vesicular stomatitis Indiana virus	Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Vesiculovirus; Indiana vesiculovirus	NC_001560	NA	NA	NA	9913	Bos taurus	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria; Ruminantia; Pecora; Bovidae; Bovinae; Bos	NA	UniProt	NA	NA
11277	Vesicular stomatitis Indiana virus	Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Vesiculovirus; Indiana vesiculovirus	NC_001560	NA	NA	NA	58271	Culicoides	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Nematocera; Culicomorpha; Chironomoidea; Ceratopogonidae; Ceratopogoninae; Culicoidini; Culicoides	NA	UniProt	NA	NA
11277	Vesicular stomatitis Indiana virus	Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Vesiculovirus; Indiana vesiculovirus	NC_001560	NA	NA	NA	252607	Lutzomyia	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Nematocera; Psychodomorpha; Psychodoidea; Psychodidae; Phlebotominae; Lutzomyia	NA	UniProt	NA	NA
11280	Vesicular stomatitis New Jersey virus	Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Vesiculovirus; New Jersey vesiculovirus	NC_024473	NA	NA	NA	9913	Bos taurus	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria; Ruminantia; Pecora; Bovidae; Bovinae; Bos	22825698	Literature, RefSeq	NA	NA
11280	Vesicular stomatitis New Jersey virus	Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Vesiculovirus; New Jersey vesiculovirus	NC_024473	NA	NA	NA	46215	Psathyromyia shannoni	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Nematocera; Psychodomorpha; Psychodoidea; Psychodidae; Phlebotominae; Psathyromyia	2160198	Literature	NA	NA
1615583	Vesivirus ferret badger/JX12/China/2012	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Caliciviridae; Vesivirus; unclassified Vesivirus	NC_027122	NA	NA	NA	9669	Mustela putorius furo	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria; Carnivora; Caniformia; Mustelidae; Mustelinae; Mustela; Mustela putorius	NA	RefSeq	NA	NA
82664	VESV-like calicivirus	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Caliciviridae; Vesivirus; Vesicular exanthema of swine virus	AF091736	NA	NA	NA	9508	Ateles fusciceps	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Platyrrhini; Atelidae; Atelinae; Ateles	10076521	Literature	NA	NA
82664	VESV-like calicivirus	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Caliciviridae; Vesivirus; Vesicular exanthema of swine virus	AF091736	NA	NA	NA	9534	Chlorocebus aethiops	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Cercopithecinae; Chlorocebus	10076521	Literature	NA	NA
82664	VESV-like calicivirus	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Caliciviridae; Vesivirus; Vesicular exanthema of swine virus	AF091736	NA	NA	NA	9593	Gorilla gorilla	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Gorilla	10076521	Literature	NA	NA
82664	VESV-like calicivirus	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Caliciviridae; Vesivirus; Vesicular exanthema of swine virus	AF091736	NA	NA	NA	9597	Pan paniscus	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Pan	10076521	Literature	NA	NA
82664	VESV-like calicivirus	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Caliciviridae; Vesivirus; Vesicular exanthema of swine virus	AF091736	NA	NA	NA	9823	Sus scrofa	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria; Suina; Suidae; Sus	10076521	Literature	NA	NA
82664	VESV-like calicivirus	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Caliciviridae; Vesivirus; Vesicular exanthema of swine virus	AF091736	NA	NA	NA	54133	Pygathrix nemaeus	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Colobinae; Pygathrix	10076521	Literature	NA	NA
82664	VESV-like calicivirus	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Caliciviridae; Vesivirus; Vesicular exanthema of swine virus	AF091736	NA	NA	NA	122765	Trachypithecus cristatus	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Colobinae; Trachypithecus	10076521	Literature	NA	NA
187944	Vibrio phage 1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae	JF713456	NA	NA	NA	669	Vibrio harveyi	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	NA	RefSeq	NA	NA
754075	Vibrio phage 11895-B1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; unclassified Myoviridae	NC_020843	NA	NA	NA	678	Vibrio sp.	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	NA	RefSeq	NA	NA
1500712	Vibrio phage 24	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; unclassified Myoviridae; Vibrio phage CP-T1	KJ572844	NA	NA	NA	666	Vibrio cholerae	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	NA	RefSeq	NA	NA
1434127	Vibrio phage AS51	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; Sp6virus; unclassified Sp6likevirus	KF800937	NA	NA	NA	663	Vibrio alginolyticus	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	NA	RefSeq	NA	NA
1458716	Vibrio phage CHOED	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; unclassified Podoviridae	NC_023863	NA	NA	NA	55601	Vibrio anguillarum	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	NA	RefSeq	NA	NA
1558463	Vibrio phage CJY	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Vp5virus; unclassified Vp5virus	KM612260	NA	NA	NA	666	Vibrio cholerae	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	NA	RefSeq	NA	NA
10689	Vibrio phage CP-T1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; unclassified Myoviridae	NC_019457	NA	NA	NA	666	Vibrio cholerae	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	22792219	Literature, RefSeq, UniProt	NA	NA
573171	Vibrio phage douglas 12A4	Viruses; dsDNA viruses, no RNA stage; unclassified dsDNA phages	NC_021068	NA	NA	NA	668	Aliivibrio fischeri	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Aliivibrio	NA	RefSeq	NA	NA
573172	Vibrio phage eugene 12A10	Viruses; dsDNA viruses, no RNA stage; unclassified dsDNA phages	NC_029067	NA	NA	NA	314855	Vibrio sp. 12A10	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	NA	RefSeq	NA	NA
83201	Vibrio phage fs2	Viruses; ssDNA viruses; Inoviridae; Saetivirus; Vibrio virus fs2	NC_001956	NA	NA	NA	45888	Vibrio cholerae O139	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	NA	RefSeq	NA	NA
1558464	Vibrio phage H1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Vp5virus; unclassified Vp5virus	KM612261	NA	NA	NA	666	Vibrio cholerae	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	NA	RefSeq	NA	NA
1558465	Vibrio phage H2	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Vp5virus; unclassified Vp5virus	KM612262	NA	NA	NA	666	Vibrio cholerae	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	NA	RefSeq	NA	NA
1558466	Vibrio phage H3	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Vp5virus; unclassified Vp5virus	KM612263	NA	NA	NA	666	Vibrio cholerae	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	NA	RefSeq	NA	NA
573173	Vibrio phage helene 12B3	Viruses; dsDNA viruses, no RNA stage; unclassified dsDNA phages	NC_021067	NA	NA	NA	29497	Vibrio splendidus	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	NA	RefSeq	NA	NA
573174	Vibrio phage henriette 12B8	Viruses; dsDNA viruses, no RNA stage; unclassified dsDNA phages	NC_021073	NA	NA	NA	29497	Vibrio splendidus	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	NA	RefSeq	NA	NA
979525	Vibrio phage ICP1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; unclassified Myoviridae	NC_015157	NA	NA	NA	666	Vibrio cholerae	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	NA	RefSeq	NA	NA
979526	Vibrio phage ICP1_2001_A	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; unclassified Myoviridae; Vibrio phage ICP1	HQ641353	NA	NA	NA	666	Vibrio cholerae	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	NA	RefSeq	NA	NA
979527	Vibrio phage ICP1_2004_A	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; unclassified Myoviridae; Vibrio phage ICP1	HQ641354	NA	NA	NA	666	Vibrio cholerae	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	NA	RefSeq	NA	NA
979528	Vibrio phage ICP1_2005_A	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; unclassified Myoviridae; Vibrio phage ICP1	HQ641352	NA	NA	NA	666	Vibrio cholerae	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	NA	RefSeq	NA	NA
979529	Vibrio phage ICP1_2006_A	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; unclassified Myoviridae; Vibrio phage ICP1	HQ641351	NA	NA	NA	666	Vibrio cholerae	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	NA	RefSeq	NA	NA
979530	Vibrio phage ICP1_2006_B	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; unclassified Myoviridae; Vibrio phage ICP1	HQ641350	NA	NA	NA	666	Vibrio cholerae	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	NA	RefSeq	NA	NA
979531	Vibrio phage ICP1_2006_C	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; unclassified Myoviridae; Vibrio phage ICP1	HQ641349	NA	NA	NA	666	Vibrio cholerae	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	NA	RefSeq	NA	NA
979532	Vibrio phage ICP1_2006_D	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; unclassified Myoviridae; Vibrio phage ICP1	HQ641348	NA	NA	NA	666	Vibrio cholerae	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	NA	RefSeq	NA	NA
979533	Vibrio phage ICP2	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; unclassified Podoviridae	NC_015158	NA	NA	NA	666	Vibrio cholerae	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	NA	RefSeq	NA	NA
979534	Vibrio phage ICP2_2006_A	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; unclassified Podoviridae; Vibrio phage ICP2	HQ641346	NA	NA	NA	666	Vibrio cholerae	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	NA	RefSeq	NA	NA
1529057	Vibrio phage ICP2_2011_A	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; unclassified Podoviridae; Vibrio phage ICP2	KM224878	NA	NA	NA	666	Vibrio cholerae	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	NA	RefSeq	NA	NA
1529058	Vibrio phage ICP2_2013_A_Haiti	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; unclassified Podoviridae	NC_024791	NA	NA	NA	666	Vibrio cholerae	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	NA	RefSeq	NA	NA
979535	Vibrio phage ICP3	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; T7virus; unclassified T7-like viruses	NC_015159	NA	NA	NA	666	Vibrio cholerae	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	NA	RefSeq	NA	NA
979536	Vibrio phage ICP3_2007_A	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; T7virus; unclassified T7-like viruses; Vibrio phage ICP3	HQ641344	NA	NA	NA	666	Vibrio cholerae	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	NA	RefSeq	NA	NA
979537	Vibrio phage ICP3_2008_A	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; T7virus; unclassified T7-like viruses; Vibrio phage ICP3	HQ641343	NA	NA	NA	666	Vibrio cholerae	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	NA	RefSeq	NA	NA
979539	Vibrio phage ICP3_2009_B	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; T7virus; unclassified T7-like viruses; Vibrio phage ICP3	HQ641341	NA	NA	NA	666	Vibrio cholerae	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	NA	RefSeq	NA	NA
1558467	Vibrio phage J2	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Vp5virus; unclassified Vp5virus	NC_027393	NA	NA	NA	666	Vibrio cholerae	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	NA	RefSeq	NA	NA
1558468	Vibrio phage J3	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Vp5virus; unclassified Vp5virus	KM612265	NA	NA	NA	666	Vibrio cholerae	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	NA	RefSeq	NA	NA
1283071	Vibrio phage JA-1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; N4virus; unclassified N4likevirus	NC_021540	NA	NA	NA	666	Vibrio cholerae	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	NA	RefSeq	NA	NA
292443	Vibrio phage KSF1	Viruses; ssDNA viruses; Inoviridae; unassigned Inoviridae; Vibrio virus KSF1	NC_006294	NA	NA	NA	666	Vibrio cholerae	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	NA	RefSeq	NA	NA
75320	Vibrio phage KVP40	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; Schizot4virus; Vibrio virus KVP40	NC_005083	NA	NA	NA	662	Vibrio	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae	NA	UniProt	NA	NA
75320	Vibrio phage KVP40	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; Schizot4virus; Vibrio virus KVP40	NC_005083	NA	NA	NA	670	Vibrio parahaemolyticus	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	NA	RefSeq, UniProt	NA	NA
573175	Vibrio phage martha 12B12	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Muvirus; unclassified Mu-like viruses	NC_021070	NA	NA	NA	29497	Vibrio splendidus	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	NA	RefSeq	NA	NA
644563	Vibrio phage N4	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; T7virus; unclassified T7-like viruses	NC_013651	NA	NA	NA	127906	Vibrio cholerae O1	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	21430354	Literature	NA	NA
867695	Vibrio phage ND1-fs1	Viruses; ssDNA viruses; Inoviridae; Fibrovirus; unclassified Fibrovirus	AB572858	NA	NA	NA	45888	Vibrio cholerae O139	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	NA	RefSeq	NA	NA
115992	Vibrio phage nt-1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; Schizot4virus; Vibrio virus nt1	NC_021529	NA	NA	NA	691	Vibrio natriegens	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	NA	RefSeq	NA	NA
1589297	Vibrio phage phi 1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; unclassified Podoviridae	NC_028799	NA	NA	NA	666	Vibrio cholerae	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	NA	RefSeq	NA	NA
1476902	Vibrio phage phi 2	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; unclassified Myoviridae; Vibrio phage X29	KJ545483	NA	NA	NA	662	Vibrio	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae	NA	NA	NA	NA
1589298	Vibrio phage phi 3	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; T5virus; unclassified T5likevirus	NC_028895	NA	NA	NA	666	Vibrio cholerae	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	NA	RefSeq	NA	NA
1151014	Vibrio phage phi-A318	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; Sp6virus; unclassified Sp6likevirus	NC_025822	NA	NA	NA	663	Vibrio alginolyticus	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	NA	RefSeq	NA	NA
1076759	Vibrio phage phiVC8	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Vp5virus; Vibrio virus VC8	NC_027118	NA	NA	NA	127906	Vibrio cholerae O1	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	NA	RefSeq	NA	NA
1451050	Vibrio phage PV94	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Peduovirinae; Hp1virus; unclassified Hp1virus	NC_027368	NA	NA	NA	672	Vibrio vulnificus	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	NA	RefSeq	NA	NA
1461743	Vibrio phage PVA1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; unclassified Podoviridae	NC_023605	NA	NA	NA	663	Vibrio alginolyticus	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	NA	RefSeq	NA	NA
1150989	Vibrio phage pVp-1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; T5virus; unclassified T5likevirus	NC_019529	NA	NA	NA	670	Vibrio parahaemolyticus	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	NA	RefSeq	NA	NA
754058	Vibrio phage PWH3a-P1	Viruses; dsDNA viruses, no RNA stage; unclassified dsDNA phages	NC_020863	NA	NA	NA	691	Vibrio natriegens	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	NA	RefSeq	NA	NA
754049	Vibrio phage pYD21-A	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_020846	NA	NA	NA	728063	Vibrio sp. YD21	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	NA	RefSeq	NA	NA
754051	Vibrio phage pYD38-A	Viruses; dsDNA viruses, no RNA stage; unclassified dsDNA phages	NC_021534	NA	NA	NA	728064	Vibrio sp. YD38	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	NA	RefSeq	NA	NA
929835	Vibrio phage pYD38-B	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_021561	NA	NA	NA	728064	Vibrio sp. YD38	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	NA	RefSeq	NA	NA
1003177	Vibrio phage qdvp001	Viruses; dsDNA viruses, no RNA stage; unclassified dsDNA phages	NC_029057	NA	NA	NA	670	Vibrio parahaemolyticus	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	NA	RefSeq	NA	NA
1558469	Vibrio phage QH	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Vp5virus; unclassified Vp5virus	NC_027397	NA	NA	NA	666	Vibrio cholerae	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	NA	RefSeq	NA	NA
1414739	Vibrio phage SHOU24	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_023569	NA	NA	NA	670	Vibrio parahaemolyticus	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	NA	RefSeq	NA	NA
700512	Vibrio phage SIO-2	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_016567	NA	NA	NA	678	Vibrio sp.	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	NA	RefSeq	NA	NA
1161928	Vibrio phage SSP002	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Ssp2virus; Vibrio virus SSP002	JQ692107	NA	NA	NA	672	Vibrio vulnificus	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	NA	RefSeq	NA	NA
1610855	Vibrio phage ValKK3	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; Schizot4virus; Vibrio virus ValKK3	NC_028829	NA	NA	NA	1219076	Vibrio alginolyticus NBRC 15630 = ATCC 17749	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	NA	RefSeq	NA	NA
754074	Vibrio phage VBM1	Viruses; dsDNA viruses, no RNA stage; unclassified dsDNA phages	NC_020850	NA	NA	NA	223926	Vibrio parahaemolyticus RIMD 2210633	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	NA	RefSeq	NA	NA
754072	Vibrio phage VBP32	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; N4virus; unclassified N4likevirus	NC_020868	NA	NA	NA	223926	Vibrio parahaemolyticus RIMD 2210633	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	NA	RefSeq	NA	NA
754073	Vibrio phage VBP47	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; N4virus; unclassified N4likevirus	NC_020848	NA	NA	NA	223926	Vibrio parahaemolyticus RIMD 2210633	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	NA	RefSeq	NA	NA
1127518	Vibrio phage vB_VchM-138	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; unclassified Myoviridae	NC_019518	NA	NA	NA	666	Vibrio cholerae	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	NA	RefSeq	NA	NA
1229754	Vibrio phage vB_VpaM_MAR	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Vhmlvirus; Vibrio virus MAR	NC_019722	NA	NA	NA	670	Vibrio parahaemolyticus	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	NA	RefSeq	NA	NA
