qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	slen	stitle	qcovs	contig_length	covered_percent	reads_number	taxaid	superkingdom	phylum	class	order	family	genus	species	sample
k141_1075	APF29060.1	64.286	210	75	0	1	630	283	492	1.46E-83	276	2032	APF29060.1 L protein [Menghai rhabdovirus]	100	630	100	79	1919071	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Unassigned	Menghai rhabdovirus	km123
k141_185	YP_009330058.1	64.246	179	64	0	2	538	2022	2200	9.10E-70	234	2257	YP_009330058.1 hypothetical protein 3 [Hubei picorna-like virus 82] 	99	540	100	28	1923167	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 82	km32
k141_2266	AOF41423.1	64.243	839	299	1	2516	3	488	1326	0	1156	2017	"AOF41423.1 RNA-dependent RNA polymerase, partial [Seattle Prectang virus]"	99	2518	100	255	1892235	Viruses	Unassigned	Unassigned	Bunyavirales	Peribunyaviridae	Unassigned	Seattle Prectang virus	km42
k141_887	YP_009336629.1	64.242	165	59	0	1	495	2655	2819	2.65E-67	229	2823	YP_009336629.1 hypothetical protein [Hubei arthropod virus 1] 	78	631	100	196	1922835	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei arthropod virus 1	km104
k141_2644	YP_009337870.1	64.242	165	58	1	496	2	261	424	2.62E-71	229	534	YP_009337870.1 RdRp [Hubei diptera virus 17] 	99	497	100	16	1922878	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei diptera virus 17	km97
k141_55	APF29060.1	64.238	151	54	0	456	4	408	558	7.35E-55	191	2032	APF29060.1 L protein [Menghai rhabdovirus]	99	459	100	127	1919071	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Unassigned	Menghai rhabdovirus	km23
k141_894	YP_009315906.1	64.228	123	44	0	370	2	2846	2968	4.58E-47	167	3037	YP_009315906.1 polyprotein [King virus] 	99	371	100	26	1911104	Viruses	Unassigned	Unassigned	Picornavirales	Iflaviridae	Unassigned	King virus	km68
k141_3731	AMJ52363.1	64.224	232	83	0	2	697	325	556	1.85E-88	291	2122	AMJ52363.1 large protein [Riverside virus 1]	99	697	100	38	1803263	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Unassigned	Riverside virus 1	km119
k141_90	YP_009330058.1	64.22	109	39	0	3	329	791	899	2.05E-42	153	2257	YP_009330058.1 hypothetical protein 3 [Hubei picorna-like virus 82] 	99	330	100	40	1923167	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 82	km97
k141_2274	YP_009337412.1	64.22	109	24	1	2	283	1188	1296	1.77E-30	120	3243	YP_009337412.1 RdRp [Hubei virga-like virus 2] 	70	403	100	159	1923335	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei virga-like virus 2	km42
k141_1461	APG78281.1	64.22	109	39	0	329	3	342	450	2.20E-42	149	468	APG78281.1 RdRp [Hubei partiti-like virus 42]	98	335	100	13	1923050	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei partiti-like virus 42	km102
k141_1357	ABP68557.1	64.22	109	39	0	328	2	343	451	8.53E-43	154	1193	"ABP68557.1 RNA polymerase, partial [Gouleako virus]"	92	354	100	97	603003	Viruses	Unassigned	Unassigned	Bunyavirales	Phenuiviridae	Goukovirus	Gouleako goukovirus	km66
k141_10986	APG78276.1	64.216	204	73	0	612	1	74	277	7.52E-89	276	560	APG78276.1 RdRp [Hubei partiti-like virus 6]	99	619	100	52	1923069	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei partiti-like virus 6	km11
k141_8154	YP_009337684.1	64.198	162	58	0	749	264	2693	2854	6.85E-64	221	2864	YP_009337684.1 hypothetical protein [Hubei odonate virus 5] 	65	752	100	9170	1923000	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei odonate virus 5	km48
k141_3894	YP_009336557.1	64.198	162	57	1	2	484	1708	1869	1.35E-66	228	1870	YP_009336557.1 hypothetical protein 1 [Hubei orthoptera virus 1] 	67	721	100	97	1923009	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei orthoptera virus 1	km113
k141_2278	YP_009330058.1	64.198	162	58	0	1	486	1889	2050	9.65E-71	236	2257	YP_009330058.1 hypothetical protein 3 [Hubei picorna-like virus 82] 	99	488	100	39531	1923167	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 82	km14
k141_2042	APG76943.1	64.198	162	58	0	382	867	1	162	9.40E-77	237	196	APG76943.1 hypothetical protein [Hubei permutotetra-like virus 1] 	56	867	100	124	1923073	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei permutotetra-like virus 1	km103
k141_1799	AGY80343.1	64.198	162	58	0	486	1	823	984	9.33E-67	225	2120	AGY80343.1 RNA dependent RNA polymerase [North Creek virus]	99	491	100	12	1406950	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Unassigned	North Creek virus	km111
k141_1227	YP_009342435.1	64.196	715	251	2	9	2150	1663	2373	0	958	2373	YP_009342435.1 RdRp [Wuhan house centipede virus 1] 	48	4441	100	1875	1923705	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan house centipede virus 1	km44
k141_6851	APG78331.1	64.189	148	53	0	4	447	62	209	9.42E-64	207	479	APG78331.1 RdRp [Wuhan house centipede virus 7]	99	448	100	21	1923711	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan house centipede virus 7	km102
k141_2801	APG76969.1	64.189	296	103	2	5	883	553	848	3.55E-116	376	848	APG76969.1 RdRp [Hubei permutotetra-like virus 1]	39	2283	100	4084	1923073	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei permutotetra-like virus 1	km100
k141_814	APG78203.1	64.179	469	168	0	31	1437	1	469	0	629	470	APG78203.1 RdRp [Wuhan fly virus 6]	96	1460	100	1451	1923700	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan fly virus 6	km34
k141_5850	YP_009337117.1	64.179	268	94	1	806	9	2023	2290	1.08E-118	379	2948	YP_009337117.1 hypothetical protein [Hubei picorna-like virus 38] 	99	806	100	4104	1923118	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 38	km104
k141_711	ATG83565.1	64.169	307	109	1	3	923	512	817	6.74E-132	419	2122	ATG83565.1 polymerase-associated protein [Ohlsdorf virus]	99	925	100	85	2040592	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Unassigned	Ohlsdorf virus	km51
k141_5834	YP_009330058.1	64.167	120	43	0	360	1	788	907	6.97E-48	169	2257	YP_009330058.1 hypothetical protein 3 [Hubei picorna-like virus 82] 	99	361	100	21	1923167	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 82	km94
k141_4480	YP_009179388.1	64.167	120	43	0	361	2	68	187	2.59E-45	163	907	YP_009179388.1 NS5-like protein [Wuhan aphid virus 1] 	82	437	90.1602	70	1746067	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan aphid virus 1	km101
k141_709	APQ44493.1	64.151	106	36	1	319	2	2643	2746	1.65E-35	133	2912	APQ44493.1 polyprotein [Basavirus sp.]	99	319	100	27	1930507	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Basavirus sp.	km66
k141_2629	APF29060.1	64.151	159	57	0	479	3	398	556	1.27E-57	199	2032	APF29060.1 L protein [Menghai rhabdovirus]	99	481	100	38	1919071	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Unassigned	Menghai rhabdovirus	km111
k141_1543	APG78266.1	64.151	265	95	0	1	795	203	467	3.11E-124	367	467	APG78266.1 RdRp [Hubei diptera virus 19]	99	804	100	219	1922880	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei diptera virus 19	km68
k141_12418	AEJ38175.1	64.151	159	57	0	3	479	901	1059	3.49E-66	224	2071	AEJ38175.1 RNA-dependent RNA polymerase [Gouleako virus]	95	500	100	10	603003	Viruses	Unassigned	Unassigned	Bunyavirales	Phenuiviridae	Goukovirus	Gouleako goukovirus	km11
k141_2833	YP_004956814.1	64.138	145	38	1	436	2	239	369	1.83E-54	182	441	YP_004956814.1 orf66 gene product [Helicoverpa zea nudivirus 2] 	99	437	100	27	1128424	Viruses	Unassigned	Unassigned	Unassigned	Nudiviridae	Unassigned	Heliothis zea nudivirus	km119
k141_4541	YP_009330058.1	64.103	156	56	0	5	472	1813	1968	8.51E-67	225	2257	YP_009330058.1 hypothetical protein 3 [Hubei picorna-like virus 82] 	99	472	100	55179	1923167	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 82	km102
k141_3663	YP_009388601.1	64.103	117	39	1	342	1	256	372	5.54E-43	152	494	YP_009388601.1 RdRp [Aedes camptorhynchus negev-like virus] 	99	344	100	11	2010268	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Aedes camptorhynchus negev-like virus	km49
k141_3154	YP_009330057.1	64.103	117	42	0	353	3	36	152	6.54E-46	156	356	YP_009330057.1 hypothetical protein 2 [Hubei picorna-like virus 82] 	96	364	100	25	1923167	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 82	km97
k141_2622	APF29058.1	64.103	429	154	0	2000	714	15	443	0	608	443	APF29058.1 G protein [Menghai rhabdovirus]	64	2000	100	483	1919071	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Unassigned	Menghai rhabdovirus	km3
k141_1904	YP_610950.1	64.087	323	112	2	7	975	948	1266	3.14E-143	449	1795	YP_610950.1 nonstructural protein precursor [Homalodisca coagulata virus-1] 	99	977	100	45	359812	Viruses	Unassigned	Unassigned	Picornavirales	Dicistroviridae	Triatovirus	Homalodisca coagulata virus-1	km101
k141_4331	APG78242.1	64.085	142	51	0	1	426	353	494	8.51E-63	205	494	APG78242.1 RdRp [Hubei partiti-like virus 56]	88	482	100	189	1923065	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei partiti-like virus 56	km115
k141_3981	YP_009337174.1	64.085	142	51	0	3	428	1951	2092	6.71E-61	207	2408	YP_009337174.1 hypothetical protein 1 [Hubei picorna-like virus 71] 	99	430	100	12	1923155	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 71	km121
k141_4819	APF29060.1	64.078	103	37	0	310	2	373	475	5.00E-40	146	2032	APF29060.1 L protein [Menghai rhabdovirus]	99	312	100	12	1919071	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Unassigned	Menghai rhabdovirus	km120
k141_7357	ACN94442.1	64.062	192	69	0	1	576	596	787	2.27E-78	256	787	"ACN94442.1 protease/RNA-dependent RNA polymerase, partial [Nasonia vitripennis virus]"	79	731	100	450	626355	Viruses	Unassigned	Unassigned	Picornavirales	Iflaviridae	Iflavirus	Nasonia vitripennis virus	km102
k141_5305	YP_009330058.1	64.062	128	46	0	384	1	1816	1943	1.82E-52	182	2257	YP_009330058.1 hypothetical protein 3 [Hubei picorna-like virus 82] 	99	385	100	84084	1923167	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 82	km104
k141_11668	APG77458.1	64.062	128	45	1	7	387	171	298	8.86E-49	172	2823	APG77458.1 hypothetical protein [Hubei arthropod virus 1]	98	388	100	29	1922835	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei arthropod virus 1	km103
k141_2039	AGY80343.1	64.055	217	78	0	651	1	1154	1370	3.88E-90	295	2120	AGY80343.1 RNA dependent RNA polymerase [North Creek virus]	100	651	100	33	1406950	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Unassigned	North Creek virus	km42
k141_5838	APG79082.1	64.035	228	80	2	714	34	221	447	9.65E-95	290	447	APG79082.1 hypothetical protein 5 [Hubei tetragnatha maxillosa virus 9] 	95	714	100	160	1923251	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei tetragnatha maxillosa virus 9	km1
k141_3283	ASA47301.1	64.035	114	41	0	344	3	2050	2163	1.51E-42	154	2726	ASA47301.1 RdRp [Culex negev-like virus 1]	97	353	100	9	2010273	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Culex negev-like virus 1	km14
k141_1097	YP_009305130.1	64.035	114	37	2	8	337	989	1102	4.51E-41	149	2095	YP_009305130.1 RNA-dependent RNA polymerase [Wuhan Mosquito Virus 1] 	98	338	100	17	1608126	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan Mosquito Virus 1	km42
k141_8876	BAR42588.1	64.029	139	47	2	3	410	383	521	2.82E-57	191	527	BAR42588.1 gag : akt fusion protein [Feline leukemia virus]	98	415	100	20	11768	Viruses	Unassigned	Unassigned	Unassigned	Retroviridae	Gammaretrovirus	Feline leukemia virus	km48
k141_2170	AJG39202.1	64.026	770	276	1	9	2315	841	1610	0	1020	2145	AJG39202.1 RNA-dependent RNA polymerase [Wuhan Louse Fly Virus 8]	99	2316	100	170	1608122	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan Louse Fly Virus 8	km34
k141_690	YP_009342308.1	64.024	164	59	0	2	493	146	309	7.23E-72	231	576	YP_009342308.1 RdRp [Wuhan Millipede virus 4] 	99	496	100	69	1923689	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan Millipede virus 4	km35
k141_5824	YP_009337651.1	64	200	71	1	501	1100	1	199	1.96E-84	265	199	YP_009337651.1 hypothetical protein [Sanxia permutotetra-like virus 1] 	37	1628	99.3243	77	1923365	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Sanxia permutotetra-like virus 1	km102
k141_5296	ABB71128.1	64	100	36	0	318	19	119	218	8.18E-37	133	400	ABB71128.1 capsid precursor protein [Wuhan nodavirus]	94	318	100	16	356127	Viruses	Unassigned	Unassigned	Unassigned	Nodaviridae	Betanodavirus	Wuhan nodavirus	km58
k141_5028	AEA49878.1	64	100	36	0	6	305	115	214	3.52E-38	140	1002	"AEA49878.1 RNA-dependent RNA polymerase, partial [Drosophila immigrans sigmavirus]"	98	306	100	8	1002360	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Sigmavirus	Drosophila immigrans sigmavirus	km121
k141_4579	AKH40289.1	64	200	72	0	602	3	182	381	4.43E-84	264	573	"AKH40289.1 orf2, partial [Twyford virus]"	99	609	100	13	1654358	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Twyford virus	km101
k141_5195	APG78261.1	63.978	186	66	1	556	2	1	186	7.71E-81	253	472	APG78261.1 RdRp [Hubei partiti-like virus 38]	98	565	100	25	1923045	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei partiti-like virus 38	km35
k141_1744	YP_009094394.1	63.975	805	283	4	2400	1	465	1267	0	1035	2059	YP_009094394.1 L protein [Puerto Almendras virus] 	100	2400	100	2375	1479613	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Almendravirus	Puerto Almendras almendravirus	km43
k141_2399	YP_009342286.1	63.971	136	49	0	412	5	1618	1753	3.29E-57	197	1794	YP_009342286.1 hypothetical protein 1 [Wuhan arthropod virus 2] 	98	417	100	10	1923691	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan arthropod virus 2	km101
k141_6035	YP_009337369.1	63.968	247	88	1	81	818	2543	2789	1.85E-108	352	2811	YP_009337369.1 hypothetical protein [Hubei picorna-like virus 9] 	76	966	100	32	1923168	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 9	km104
k141_6681	APG76965.1	63.964	111	39	1	1210	878	96	205	9.88E-41	149	205	APG76965.1 hypothetical protein [Hubei permutotetra-like virus 2]	28	1224	100	154	1923076	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei permutotetra-like virus 2	km102
k141_2853	ADQ91175.1	63.964	111	36	1	3	335	459	565	1.27E-38	141	630	ADQ91175.1 hypothetical protein BpV2_008c [Bathycoccus sp. RCC1105 virus BpV2]	98	340	100	13	880160	Viruses	Unassigned	Unassigned	Unassigned	Phycodnaviridae	Prasinovirus	Bathycoccus sp. RCC1105 virus BpV	km67
k141_1192	YP_009336557.1	63.946	147	51	2	1	435	1681	1827	2.78E-56	194	1870	YP_009336557.1 hypothetical protein 1 [Hubei orthoptera virus 1] 	100	435	90.8046	32	1923009	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei orthoptera virus 1	km100
k141_806	APF29060.1	63.94	599	214	2	4	1794	351	949	0	793	2032	APF29060.1 L protein [Menghai rhabdovirus]	99	1796	100	257	1919071	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Unassigned	Menghai rhabdovirus	km108
k141_6743	YP_009336934.1	63.934	427	154	0	1516	2796	1	427	0	565	429	YP_009336934.1 hypothetical protein 2 [Hubei tombus-like virus 29] 	45	2858	100	1479	1923276	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei tombus-like virus 29	km100
k141_2423	YP_009336942.1	63.934	122	44	0	2	367	1747	1868	1.08E-46	166	2461	YP_009336942.1 hypothetical protein [Hubei toti-like virus 5] 	99	368	100	33	1923316	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei toti-like virus 5	km111
k141_1582	AMJ52363.1	63.934	183	66	0	3	551	1123	1305	5.86E-77	255	2122	AMJ52363.1 large protein [Riverside virus 1]	99	551	100	50	1803263	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Unassigned	Riverside virus 1	km1
k141_278	APG78251.1	63.929	280	98	2	837	1	4	281	2.05E-126	373	473	APG78251.1 RdRp [Hubei partiti-like virus 32]	98	855	100	154	1923039	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei partiti-like virus 32	km119
k141_3443	AKH40315.1	63.918	291	104	1	111	980	1	291	2.32E-117	354	546	AKH40315.1 ORF1 [Bloomfield virus]	89	983	100	112	1654577	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Bloomfield virus	km24
k141_1645	YP_009330058.1	63.902	205	74	0	3	617	1746	1950	1.11E-87	287	2257	YP_009330058.1 hypothetical protein 3 [Hubei picorna-like virus 82] 	99	619	100	26	1923167	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 82	km5
k141_7459	ACN94442.1	63.889	144	49	1	3	425	644	787	1.16E-55	191	787	"ACN94442.1 protease/RNA-dependent RNA polymerase, partial [Nasonia vitripennis virus]"	94	452	100	118	626355	Viruses	Unassigned	Unassigned	Picornavirales	Iflaviridae	Iflavirus	Nasonia vitripennis virus	km103
k141_2871	APG78278.1	63.889	108	39	0	324	1	420	527	3.61E-41	147	553	APG78278.1 RdRp [Hubei partiti-like virus 14]	99	325	100	883	1923020	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei partiti-like virus 14	km121
k141_866	YP_009182186.1	63.871	155	56	0	467	3	823	977	2.14E-62	213	2122	YP_009182186.1 putative RNA-dependent RNA polymerase [Tongilchon virus 1] 	99	468	100	27	1758878	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Tongilchon virus 1	km45
k141_541	YP_009337182.1	63.866	119	42	1	356	3	552	670	1.93E-44	159	2039	YP_009337182.1 RNA-dependent RNA polymerase [Hubei diptera virus 11] 	99	357	93.8375	109	1922872	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei diptera virus 11	km36
k141_4201	YP_009342286.1	63.861	202	73	0	1	606	1586	1787	8.76E-75	273	1794	YP_009342286.1 hypothetical protein 1 [Wuhan arthropod virus 2] 	24	2550	100	1008	1923691	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan arthropod virus 2	km121
k141_637	APG76943.1	63.855	166	60	0	7	504	1	166	4.47E-80	241	196	APG76943.1 hypothetical protein [Hubei permutotetra-like virus 1] 	95	522	100	30	1923073	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei permutotetra-like virus 1	km97
k141_7629	YP_006908521.1	63.846	130	47	0	108	497	50	179	4.62E-58	186	190	YP_006908521.1 dUTPase [Epinotia aporema granulovirus] 	60	648	100	92	166056	Viruses	Unassigned	Unassigned	Unassigned	Baculoviridae	Betabaculovirus	Epinotia aporema granulovirus	km109
k141_7201	APG77690.1	63.846	130	46	1	9	398	610	738	1.60E-53	186	1392	APG77690.1 hypothetical protein [Hubei Beny-like virus 1]	98	399	90.9774	14	1922831	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei Beny-like virus 1	km102
k141_3979	APG78283.1	63.846	130	47	0	390	1	277	406	1.48E-55	186	543	"APG78283.1 RdRp, partial [Hubei partiti-like virus 22]"	99	395	91.6456	726	1923029	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei partiti-like virus 22	km13
k141_13315	AHL25284.1	63.846	130	45	2	392	3	124	251	3.13E-53	174	285	"AHL25284.1 RNA-dependent RNA polymerase, partial [Rhizoctonia virus RS002]"	99	393	100	31	1461373	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Rhizoctonia virus RS002	km95
k141_7535	ASA47431.1	63.839	224	81	0	672	1	375	598	8.40E-104	318	638	ASA47431.1 glycoprotein [Culex mononega-like virus 2]	99	673	100	31	2010272	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Culex mononega-like virus 2	km50
k141_6086	YP_009337750.1	63.825	434	156	1	1305	7	2466	2899	0	577	2924	YP_009337750.1 hypothetical protein [Hubei picorna-like virus 41] 	99	1305	100	77	1923122	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 41	km103
k141_8752	AKH40311.1	63.819	199	72	0	4	600	464	662	4.56E-81	267	1228	AKH40311.1 putative major core protein [Bloomfield virus]	99	601	100	42	1654577	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Bloomfield virus	km24
k141_1016	YP_009337271.1	63.81	105	38	0	317	3	2623	2727	5.17E-41	149	2943	YP_009337271.1 hypothetical protein [Hubei tetragnatha maxillosa virus 2] 	99	317	97.7918	66	1923244	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei tetragnatha maxillosa virus 2	km64
k141_3547	YP_009337870.1	63.801	221	77	2	55	711	11	230	8.88E-91	282	534	YP_009337870.1 RdRp [Hubei diptera virus 17] 	92	713	100	40	1922878	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei diptera virus 17	km64
k141_2869	ATG83562.1	63.801	442	158	2	1325	3	580	1020	0	582	2160	ATG83562.1 polymerase-associated protein [Ohlsdorf virus]	99	1327	100	154	2040592	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Unassigned	Ohlsdorf virus	km34
k141_1071	AOR51388.1	63.768	138	49	1	1	414	216	352	9.00E-58	191	460	"AOR51388.1 RdRp, partial [Partitivirus-like 1]"	99	419	100	5	1903436	Viruses	Unassigned	Unassigned	Unassigned	Partitiviridae	Unassigned	Partitivirus-like 1	km64
k141_5974	YP_009336629.1	63.75	160	58	0	4	483	2095	2254	3.12E-67	226	2823	YP_009336629.1 hypothetical protein [Hubei arthropod virus 1] 	99	484	100	98	1922835	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei arthropod virus 1	km100
k141_2605	APG76969.1	63.75	240	85	1	2	715	609	848	8.64E-91	293	848	APG76969.1 RdRp [Hubei permutotetra-like virus 1]	77	927	100	134	1923073	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei permutotetra-like virus 1	km107
k141_3316	YP_009330058.1	63.743	171	62	0	3	515	1806	1976	1.67E-74	248	2257	YP_009330058.1 hypothetical protein 3 [Hubei picorna-like virus 82] 	99	520	100	24244	1923167	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 82	km96
k141_729	AGY80343.1	63.736	182	66	0	32	577	694	875	1.28E-76	255	2120	AGY80343.1 RNA dependent RNA polymerase [North Creek virus]	95	577	100	36	1406950	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Unassigned	North Creek virus	km13
k141_3553	YP_009337877.1	63.725	102	37	0	306	1	77	178	8.65E-42	145	351	YP_009337877.1 hypothetical protein 2 [Hubei mosquito virus 2] 	99	310	100	12	1922926	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei mosquito virus 2	km100
k141_3387	APF29060.1	63.725	918	329	2	4	2745	21	938	0	1221	2032	APF29060.1 L protein [Menghai rhabdovirus]	99	2747	100	5266	1919071	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Unassigned	Menghai rhabdovirus	km3
k141_11153	YP_009336934.1	63.725	204	74	0	3	614	132	335	2.92E-95	289	429	YP_009336934.1 hypothetical protein 2 [Hubei tombus-like virus 29] 	99	615	100	22	1923276	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei tombus-like virus 29	km47
k141_1562	YP_009337750.1	63.723	419	152	0	1366	110	2494	2912	2.96E-178	559	2924	YP_009337750.1 hypothetical protein [Hubei picorna-like virus 41] 	92	1366	100	108	1923122	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 41	km104
k141_4764	ATJ00054.1	63.721	215	73	2	6	635	1633	1847	3.80E-68	234	2111	ATJ00054.1 polyprotein [Medicago sativa marafivirus 1]	80	786	100	23	2043552	Viruses	Unassigned	Unassigned	Tymovirales	Tymoviridae	Marafivirus	Medicago sativa marafivirus 1	km101
k141_2591	ASM93992.1	63.717	226	82	0	2	679	687	912	2.31E-95	304	989	ASM93992.1 putative ORF2 [Caledonia beadlet anemone Nora virus-like virus 1]	99	682	100	55	2021957	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Caledonia beadlet anemone Nora virus-like virus 1	km114
k141_10906	YP_009388601.1	63.717	113	41	0	3	341	178	290	3.55E-46	160	494	YP_009388601.1 RdRp [Aedes camptorhynchus negev-like virus] 	99	342	100	6	2010268	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Aedes camptorhynchus negev-like virus	km47
k141_845	APG78215.1	63.71	124	45	0	374	3	203	326	4.41E-49	166	392	APG78215.1 RdRp [Shuangao partiti-like virus 1]	99	375	100	32	1923472	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Shuangao partiti-like virus 1	km45
k141_701	YP_009330058.1	63.71	248	90	0	744	1	1739	1986	5.85E-109	350	2257	YP_009330058.1 hypothetical protein 3 [Hubei picorna-like virus 82] 	99	747	100	48	1923167	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 82	km34
k141_4354	YP_009330058.1	63.71	124	45	0	528	157	2095	2218	8.53E-50	177	2257	YP_009330058.1 hypothetical protein 3 [Hubei picorna-like virus 82] 	70	532	96.8045	11784	1923167	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 82	km13
